contractSymbol,symbol,expiration,dte,type,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,current_price,premium,spread,spread_percent,moneyness_percent,score,swing_score,liquidity_score,rating,entry_price,stop_loss,take_profit
IWM260717C00295000,IWM,2026-07-17,52,CALL,295.0,8.06,7.97,8.04,916.0,14031.0,0.22974403076171873,290.510009765625,8.04,0.07,0.87,1.55,100,100,8129.25,EXCELENTE,8.04,5.63,12.06
PLTR260717P00135000,PLTR,2026-07-17,52,PUT,135.0,8.45,8.3,8.45,403.0,13615.0,0.4519097778320313,136.60000610351562,8.45,0.15,1.78,1.17,100,100,7669.6,EXCELENTE,8.45,5.91,12.68
PLTR260717P00130000,PLTR,2026-07-17,52,PUT,130.0,6.15,6.1,6.2,402.0,12363.0,0.4552056433105469,136.60000610351562,6.2,0.1,1.61,4.83,100,100,6980.55,EXCELENTE,6.2,4.34,9.3
SPY260717P00730000,SPY,2026-07-17,52,PUT,730.0,9.32,9.3,9.33,2003.0,12310.0,0.1593711993408203,750.5900268554688,9.33,0.03,0.32,2.74,100,100,7671.85,EXCELENTE,9.33,6.53,14.0
NFLX260717P00085000,NFLX,2026-07-17,52,PUT,85.0,3.6,3.55,3.65,1556.0,11726.0,0.37525038818359374,87.68000030517578,3.65,0.1,2.74,3.06,100,100,7149.5,EXCELENTE,3.65,2.55,5.48
NVDA260717P00205000,NVDA,2026-07-17,52,PUT,205.0,7.91,7.75,7.85,2507.0,11425.0,0.38477177734374995,214.86000061035156,7.85,0.1,1.27,4.59,100,100,7411.9,EXCELENTE,7.85,5.49,11.77
QQQ260717P00700000,QQQ,2026-07-17,52,PUT,700.0,12.33,12.29,12.46,1865.0,11312.0,0.22954566848754882,730.280029296875,12.46,0.17,1.36,4.15,100,100,7060.85,EXCELENTE,12.46,8.72,18.69
NVDA260821P00210000,NVDA,2026-08-21,87,PUT,210.0,13.73,13.6,13.75,973.0,10373.0,0.3888916091918946,214.86000061035156,13.75,0.15,1.09,2.26,100,100,6143.0,EXCELENTE,13.75,9.62,20.62
SPY260717P00715000,SPY,2026-07-17,52,PUT,715.0,6.48,6.49,6.52,774.0,10196.0,0.17517914672851562,750.5900268554688,6.52,0.03,0.46,4.74,100,100,5956.1,EXCELENTE,6.52,4.56,9.78
PLTR260717P00140000,PLTR,2026-07-17,52,PUT,140.0,10.95,10.95,11.15,461.0,10095.0,0.4497125341796875,136.60000610351562,11.15,0.2,1.79,2.49,100,100,5759.7,EXCELENTE,11.15,7.8,16.73
UBER260717P00067500,UBER,2026-07-17,52,PUT,67.5,2.36,2.31,2.41,354.0,9838.0,0.344733115234375,70.12000274658203,2.41,0.1,4.15,3.74,100,100,5570.2,EXCELENTE,2.41,1.69,3.62
PLTR260717C00140000,PLTR,2026-07-17,52,CALL,140.0,8.36,8.3,8.45,1797.0,9506.0,0.4836477416992188,136.60000610351562,8.45,0.15,1.78,2.49,100,100,6036.95,EXCELENTE,8.45,5.91,12.68
QQQ260717C00765000,QQQ,2026-07-17,52,CALL,765.0,10.56,10.24,10.42,6439.0,9473.0,0.21210504699707028,730.280029296875,10.42,0.18,1.73,4.75,100,100,8107.7,EXCELENTE,10.42,7.29,15.63
AMZN260717C00270000,AMZN,2026-07-17,52,CALL,270.0,10.7,10.55,10.75,1354.0,8676.0,0.3219672296142577,265.2900085449219,10.75,0.2,1.86,1.78,100,100,5381.1,EXCELENTE,10.75,7.52,16.12
QQQ260717C00760000,QQQ,2026-07-17,52,CALL,760.0,11.88,11.83,11.92,1300.0,7732.0,0.21303582382202146,730.280029296875,11.92,0.09,0.76,4.07,100,100,4837.6,EXCELENTE,11.92,8.34,17.88
MSFT260717P00400000,MSFT,2026-07-17,52,PUT,400.0,9.85,9.65,10.05,355.0,7400.0,0.27472649108886715,416.0299987792969,10.05,0.4,3.98,3.85,100,100,4229.75,EXCELENTE,10.05,7.04,15.08
UBER260717P00070000,UBER,2026-07-17,52,PUT,70.0,3.45,3.4,3.55,389.0,7264.0,0.3425358715820312,70.12000274658203,3.55,0.15,4.23,0.17,100,100,4170.25,EXCELENTE,3.55,2.48,5.32
PLTR260717C00135000,PLTR,2026-07-17,52,CALL,135.0,10.67,10.65,10.8,851.0,6593.0,0.4886525744628907,136.60000610351562,10.8,0.15,1.39,1.17,100,100,4009.1,EXCELENTE,10.8,7.56,16.2
MSFT260717C00430000,MSFT,2026-07-17,52,CALL,430.0,13.15,12.95,13.15,665.0,6517.0,0.3037484176635742,416.0299987792969,13.15,0.2,1.52,3.36,100,100,3883.6,EXCELENTE,13.15,9.2,19.73
IWM260821C00290000,IWM,2026-08-21,87,CALL,290.0,13.99,13.96,14.1,323.0,6130.0,0.2449721499633789,290.510009765625,14.1,0.14,0.99,0.18,100,100,3516.85,EXCELENTE,14.1,9.87,21.15
QQQ260717P00695000,QQQ,2026-07-17,52,PUT,695.0,11.09,11.1,11.28,530.0,5754.0,0.2337723107910156,730.280029296875,11.28,0.18,1.6,4.83,100,100,3403.2,EXCELENTE,11.28,7.9,16.92
AMZN260717P00260000,AMZN,2026-07-17,52,PUT,260.0,9.0,8.8,9.1,657.0,5112.0,0.29230444030761704,265.2900085449219,9.1,0.3,3.3,1.99,100,100,3107.25,EXCELENTE,9.1,6.37,13.65
AMZN260717C00265000,AMZN,2026-07-17,52,CALL,265.0,13.05,12.9,13.15,4085.0,5009.0,0.3258734405517578,265.2900085449219,13.15,0.25,1.9,0.11,100,100,4593.2,EXCELENTE,13.15,9.2,19.73
UBER260717C00072500,UBER,2026-07-17,52,CALL,72.5,2.96,2.93,2.99,357.0,4295.0,0.3794007373046875,70.12000274658203,2.99,0.06,2.01,3.39,100,100,2522.9,EXCELENTE,2.99,2.09,4.49
AMZN260717P00255000,AMZN,2026-07-17,52,PUT,255.0,7.06,6.95,7.2,849.0,3880.0,0.29706513488769526,265.2900085449219,7.2,0.25,3.47,3.88,100,100,2516.05,EXCELENTE,7.2,5.04,10.8
UBER260821P00070000,UBER,2026-08-21,87,PUT,70.0,5.0,4.85,5.05,573.0,3710.0,0.37500625,70.12000274658203,5.05,0.2,3.96,0.17,100,100,2298.35,EXCELENTE,5.05,3.53,7.57
MSFT260717P00410000,MSFT,2026-07-17,52,PUT,410.0,13.8,13.6,14.0,587.0,3625.0,0.2710033837890625,416.0299987792969,14.0,0.4,2.86,1.45,100,100,2257.9,EXCELENTE,14.0,9.8,21.0
NFLX260821C00090000,NFLX,2026-08-21,87,CALL,90.0,5.7,5.65,5.9,491.0,3581.0,0.40515731567382807,87.68000030517578,5.9,0.25,4.24,2.65,100,100,2190.5,EXCELENTE,5.9,4.13,8.85
NFLX260717C00085000,NFLX,2026-07-17,52,CALL,85.0,6.82,6.75,6.85,461.0,3425.0,0.4161435339355468,87.68000030517578,6.85,0.1,1.46,3.06,100,100,2091.2,EXCELENTE,6.85,4.79,10.27
QQQ260717C00755000,QQQ,2026-07-17,52,CALL,755.0,13.66,13.57,13.8,282.0,6354.0,0.2162401374816894,730.280029296875,13.8,0.23,1.67,3.38,98,98,3621.6,EXCELENTE,13.8,9.66,20.7
CRM260717C00180000,CRM,2026-07-17,52,CALL,180.0,13.68,13.55,14.0,269.0,4237.0,0.5272264074707032,179.0800018310547,14.0,0.45,3.21,0.51,98,98,2451.4,EXCELENTE,14.0,9.8,21.0
UBER260717P00072500,UBER,2026-07-17,52,PUT,72.5,4.92,4.75,4.95,136.0,3999.0,0.33899586791992187,70.12000274658203,4.95,0.2,4.04,3.39,98,98,2260.65,EXCELENTE,4.95,3.46,7.43
MSFT260717C00435000,MSFT,2026-07-17,52,CALL,435.0,11.33,11.25,11.45,240.0,3470.0,0.3042672113037109,416.0299987792969,11.45,0.2,1.75,4.56,98,98,2016.5,EXCELENTE,11.45,8.01,17.17
GOOGL260717P00370000,GOOGL,2026-07-17,52,PUT,370.0,9.75,9.55,10.0,224.0,3392.0,0.3131477377319336,388.8800048828125,10.0,0.45,4.5,4.85,98,98,1966.4,EXCELENTE,10.0,7.0,15.0
MSFT260717C00450000,MSFT,2026-07-17,52,CALL,450.0,7.36,7.35,7.4,4488.0,24483.0,0.3062813513183594,416.0299987792969,7.4,0.05,0.68,8.17,95,95,15485.25,EXCELENTE,7.4,5.18,11.1
GOOGL260717C00410000,GOOGL,2026-07-17,52,CALL,410.0,10.8,10.6,10.9,682.0,23453.0,0.3275213732910156,388.8800048828125,10.9,0.3,2.75,5.43,95,95,13206.05,EXCELENTE,10.9,7.63,16.35
TSLA260717P00400000,TSLA,2026-07-17,52,PUT,400.0,14.44,14.3,14.5,484.0,12486.0,0.4495904650878906,433.5899963378906,14.5,0.2,1.38,7.75,95,95,7085.1,EXCELENTE,14.5,10.15,21.75
SHOP260821P00100000,SHOP,2026-08-21,87,PUT,100.0,10.15,9.25,10.0,7.0,4011.0,0.5994302752685547,104.9000015258789,10.0,0.75,7.5,4.67,95,95,2209.2,EXCELENTE,10.0,7.0,15.0
GOOGL260717C00420000,GOOGL,2026-07-17,52,CALL,420.0,7.9,7.7,8.15,507.0,3363.0,0.3282537878417968,388.8800048828125,8.15,0.45,5.52,8.0,95,95,2077.8,EXCELENTE,8.15,5.7,12.23
CRM260717C00185000,CRM,2026-07-17,52,CALL,185.0,11.65,11.35,11.8,441.0,1781.0,0.5240526110839843,179.0800018310547,11.8,0.45,3.81,3.31,95,95,1178.0,EXCELENTE,11.8,8.26,17.7
GOOGL260717P00380000,GOOGL,2026-07-17,52,PUT,380.0,13.5,12.95,13.9,587.0,1662.0,0.3110420458984374,388.8800048828125,13.9,0.95,6.83,2.28,95,95,1178.25,EXCELENTE,13.9,9.73,20.85
COIN260717C00190000,COIN,2026-07-17,52,CALL,190.0,14.3,14.2,14.7,147.0,12380.0,0.6851227777099609,180.00999450683594,14.7,0.5,3.4,5.55,93,93,6875.15,EXCELENTE,14.7,10.29,22.05
TSLA260717C00450000,TSLA,2026-07-17,52,CALL,450.0,24.14,24.0,24.25,1518.0,11922.0,0.47842928802490237,433.5899963378906,24.25,0.25,1.03,3.78,93,93,7240.2,EXCELENTE,24.25,16.97,36.38
TSLA260717C00440000,TSLA,2026-07-17,52,CALL,440.0,28.03,27.9,28.3,1194.0,5348.0,0.47803256347656253,433.5899963378906,28.3,0.4,1.41,1.48,93,93,3478.7,EXCELENTE,28.3,19.81,42.45
META260717C00630000,META,2026-07-17,52,CALL,630.0,22.6,22.3,22.8,306.0,4772.0,0.3297796514892578,612.3400268554688,22.8,0.5,2.19,2.88,93,93,2762.3,EXCELENTE,22.8,15.96,34.2
TSLA260717P00430000,TSLA,2026-07-17,52,PUT,430.0,26.63,26.65,26.9,307.0,3436.0,0.44135080139160154,433.5899963378906,26.9,0.25,0.93,0.83,93,93,2027.95,EXCELENTE,26.9,18.83,40.35
SHOP260717C00110000,SHOP,2026-07-17,52,CALL,110.0,7.0,6.75,7.25,161.0,2255.0,0.5777630114746093,104.9000015258789,7.25,0.5,6.9,4.86,93,93,1312.7,EXCELENTE,7.25,5.07,10.88
CRM260821C00180000,CRM,2026-08-21,87,CALL,180.0,16.97,16.8,17.15,237.0,10380.0,0.5047046600341796,179.0800018310547,17.15,0.35,2.04,0.51,91,91,5815.65,EXCELENTE,17.15,12.0,25.72
META260717P00600000,META,2026-07-17,52,PUT,600.0,21.8,21.35,22.0,118.0,5468.0,0.30406884902954096,612.3400268554688,22.0,0.65,2.95,2.02,91,91,3060.5,EXCELENTE,22.0,15.4,33.0
TSLA260717P00420000,TSLA,2026-07-17,52,PUT,420.0,21.9,21.9,22.1,293.0,5067.0,0.44217476776123044,433.5899963378906,22.1,0.2,0.9,3.13,91,91,2918.7,EXCELENTE,22.1,15.47,33.15
CRM260717P00170000,CRM,2026-07-17,52,PUT,170.0,8.78,8.85,9.1,83.0,4899.0,0.5009815527343751,179.0800018310547,9.1,0.25,2.75,5.07,90,90,2731.8,EXCELENTE,9.1,6.37,13.65
CRM260717P00165000,CRM,2026-07-17,52,PUT,165.0,6.65,6.9,7.4,61.0,4163.0,0.5026905200195313,179.0800018310547,7.4,0.5,6.76,7.86,90,90,2317.1,EXCELENTE,7.4,5.18,11.1
META260717P00570000,META,2026-07-17,52,PUT,570.0,11.19,11.05,11.35,317.0,2859.0,0.3091194577026367,612.3400268554688,11.35,0.3,2.64,6.91,90,90,1715.1,EXCELENTE,11.35,7.94,17.02
SHOP260717P00110000,SHOP,2026-07-17,52,PUT,110.0,11.55,10.75,11.55,15.0,2349.0,0.5172167419433593,104.9000015258789,11.55,0.8,6.93,4.86,90,90,1298.7,EXCELENTE,11.55,8.09,17.33
SHOP260717P00105000,SHOP,2026-07-17,52,PUT,105.0,8.74,8.2,8.7,40.0,1919.0,0.5324753784179688,104.9000015258789,8.7,0.5,5.75,0.1,90,90,1073.45,EXCELENTE,8.7,6.09,13.05
SHOP260717C00105000,SHOP,2026-07-17,52,CALL,105.0,9.08,8.8,9.15,94.0,1546.0,0.5721478332519532,104.9000015258789,9.15,0.35,3.83,0.1,90,90,892.6,EXCELENTE,9.15,6.4,13.73
SMH260717P00550000,SMH,2026-07-17,52,PUT,550.0,20.56,20.4,22.0,824.0,15751.0,0.4985706881713867,602.1400146484375,22.0,1.6,7.27,8.66,88,88,9033.85,MUY FUERTE,22.0,15.4,33.0
META260717C00700000,META,2026-07-17,52,CALL,700.0,6.3,6.25,6.4,699.0,9555.0,0.33924000610351557,612.3400268554688,6.4,0.15,2.34,14.32,88,88,5569.8,MUY FUERTE,6.4,4.48,9.6
AVGO260717C00450000,AVGO,2026-07-17,52,CALL,450.0,22.5,22.15,23.05,347.0,4495.0,0.5314072738647461,422.010009765625,23.05,0.9,3.9,6.63,88,88,2628.4,MUY FUERTE,23.05,16.13,34.58
COIN260717C00200000,COIN,2026-07-17,52,CALL,200.0,11.1,10.9,11.4,1261.0,4005.0,0.6854279504394531,180.00999450683594,11.4,0.5,4.39,11.1,88,88,2770.2,MUY FUERTE,11.4,7.98,17.1
META260717P00550000,META,2026-07-17,52,PUT,550.0,7.24,6.75,7.3,315.0,3671.0,0.3221503332519531,612.3400268554688,7.3,0.55,7.53,10.18,88,88,2160.8,MUY FUERTE,7.3,5.11,10.95
AVGO260717P00380000,AVGO,2026-07-17,52,PUT,380.0,14.03,13.65,14.5,234.0,2886.0,0.5080615600585938,422.010009765625,14.5,0.85,5.86,9.95,88,88,1692.6,MUY FUERTE,14.5,10.15,21.75
AVGO260717P00410000,AVGO,2026-07-17,52,PUT,410.0,24.8,25.3,26.35,736.0,1514.0,0.5031482791137696,422.010009765625,26.35,1.05,3.98,2.85,88,88,1163.9,MUY FUERTE,26.35,18.44,39.53
COIN260717P00170000,COIN,2026-07-17,52,PUT,170.0,12.61,12.3,12.95,105.0,1247.0,0.6533237792968751,180.00999450683594,12.95,0.65,5.02,5.56,88,88,733.1,MUY FUERTE,12.95,9.06,19.42
AVGO260717P00400000,AVGO,2026-07-17,52,PUT,400.0,21.5,20.85,21.5,216.0,3122.0,0.5008594836425782,422.010009765625,21.5,0.65,3.02,5.22,86,86,1814.3,MUY FUERTE,21.5,15.05,32.25
AVGO260717C00440000,AVGO,2026-07-17,52,CALL,440.0,26.4,25.6,27.05,271.0,2597.0,0.5337265866088867,422.010009765625,27.05,1.45,5.36,4.26,86,86,1550.3,MUY FUERTE,27.05,18.93,40.58
COIN260821C00185000,COIN,2026-08-21,87,CALL,185.0,23.0,22.75,24.6,198.0,1494.0,0.7380397290039062,180.00999450683594,24.6,1.85,7.52,2.77,86,86,910.8,MUY FUERTE,24.6,17.22,36.9
AMD260717C00500000,AMD,2026-07-17,52,CALL,500.0,57.2,56.1,57.6,1322.0,4359.0,0.7283810121154786,503.8900146484375,57.6,1.5,2.6,0.77,85,85,2992.35,MUY FUERTE,57.6,40.32,86.4
SMH260717C00620000,SMH,2026-07-17,52,CALL,620.0,34.46,35.45,38.65,341.0,3379.0,0.5120288055419921,602.1400146484375,38.65,3.2,8.28,2.97,85,85,2011.9,MUY FUERTE,38.65,27.05,57.97
SMH260717C00610000,SMH,2026-07-17,52,CALL,610.0,41.3,39.75,42.9,153.0,4416.0,0.5127612200927734,602.1400146484375,42.9,3.15,7.34,1.31,83,83,2497.65,MUY FUERTE,42.9,30.03,64.35
COIN260717C00220000,COIN,2026-07-17,52,CALL,220.0,6.6,6.45,6.65,784.0,3002.0,0.6908600250244141,180.00999450683594,6.65,0.2,3.01,22.22,83,83,2003.9,MUY FUERTE,6.65,4.66,9.98
SNOW260717C00200000,SNOW,2026-07-17,52,CALL,200.0,11.8,11.5,12.0,1791.0,1391.0,0.7449366326904296,177.60000610351562,12.0,0.5,4.17,12.61,83,83,1571.0,MUY FUERTE,12.0,8.4,18.0
SNOW260717P00160000,SNOW,2026-07-17,52,PUT,160.0,10.38,10.4,10.9,1171.0,982.0,0.7151517742919922,177.60000610351562,10.9,0.5,4.59,9.91,83,83,1067.05,MUY FUERTE,10.9,7.63,16.35
SNOW260717P00140000,SNOW,2026-07-17,52,PUT,140.0,4.51,4.35,4.7,102.0,8247.0,0.7230252307128906,177.60000610351562,4.7,0.35,7.45,21.17,81,81,4581.75,MUY FUERTE,4.7,3.29,7.05
SNOW260717P00135000,SNOW,2026-07-17,52,PUT,135.0,3.36,3.3,3.65,177.0,6155.0,0.7236355761718749,177.60000610351562,3.65,0.35,9.59,23.99,81,81,3464.9,MUY FUERTE,3.65,2.55,5.48
SNOW260717C00180000,SNOW,2026-07-17,52,CALL,180.0,18.59,18.15,19.05,1214.0,659.0,0.7368800726318359,177.60000610351562,19.05,0.9,4.72,1.35,81,81,908.75,MUY FUERTE,19.05,13.34,28.58
AMD260717C00550000,AMD,2026-07-17,52,CALL,550.0,37.9,37.35,38.4,1648.0,4043.0,0.7342250698852538,503.8900146484375,38.4,1.05,2.73,9.15,80,80,2965.25,MUY FUERTE,38.4,26.88,57.6
AMD260717C00480000,AMD,2026-07-17,52,CALL,480.0,66.94,65.85,67.25,945.0,2818.0,0.7281521325683593,503.8900146484375,67.25,1.4,2.08,4.74,80,80,1975.15,MUY FUERTE,67.25,47.08,100.88
SMH260717C00600000,SMH,2026-07-17,52,CALL,600.0,45.35,44.75,48.15,508.0,2731.0,0.502003881378174,602.1400146484375,48.15,3.4,7.06,0.36,80,80,1730.65,MUY FUERTE,48.15,33.7,72.22
AMD260821C00500000,AMD,2026-08-21,87,CALL,500.0,78.51,76.7,78.3,597.0,1786.0,0.7772544247436525,503.8900146484375,78.3,1.6,2.04,0.77,80,80,1250.95,MUY FUERTE,78.3,54.81,117.45
SMH260717P00475000,SMH,2026-07-17,52,PUT,475.0,6.05,6.1,6.8,3848.0,19512.0,0.537236072998047,602.1400146484375,6.8,0.7,10.29,21.11,78,78,12463.2,FUERTE,6.8,4.76,10.2
AMD260821P00250000,AMD,2026-08-21,87,PUT,250.0,2.65,2.5,2.73,155.0,6760.0,0.8433853552246093,503.8900146484375,2.73,0.23,8.42,50.39,78,78,3787.75,FUERTE,2.73,1.91,4.1
